,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
401,3.0,138.0,0.0,0.0,-3.0,46.0,-138.0,0.0,0.0,6974613130376
402,0.0,0.0,12.0,552.0,12.0,46.0,552.0,0.0,0.0,6974613130383
403,0.0,0.0,8.0,112.0,11.0,14.0,154.0,3.0,42.0,6919892634603
404,0.0,0.0,41.0,1004.5,41.0,24.5,1004.5,0.0,0.0,6974613130109
405,0.0,0.0,16.0,224.0,17.0,14.0,238.0,1.0,14.0,6919892634108
406,0.0,0.0,48.0,384.0,53.0,8.0,424.0,5.0,40.0,6974613130086
407,0.0,0.0,8.0,64.0,10.0,8.0,80.0,2.0,16.0,6974613130062
408,0.0,0.0,88.0,704.0,101.0,8.0,808.0,13.0,104.0,6974613130055
409,0.0,0.0,18.0,828.0,18.0,46.0,828.0,0.0,0.0,6974613130314
410,0.0,0.0,28.0,532.0,30.0,19.0,570.0,2.0,38.0,6957335207168
