,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
111,0,0.00,6,63.00,7,10.50,73.50,1,10.50,6921956645586
121,0,0.00,9,94.50,9,10.50,94.50,0,0.00,6921956645593
122,0,0.00,5,35.00,12,7.00,84.00,7,49.00,6972786771389
123,20,180.00,23,207.00,7,9.00,63.00,4,36.00,6972786771242
124,0,0.00,6,69.00,6,11.50,69.00,0,0.00,6972786771396
125,24,204.00,38,323.00,19,8.50,161.50,5,42.50,6972786775387
126,0,0.00,2,46.00,4,23.00,92.00,2,46.00,6972786773505
127,0,0.00,12,126.00,12,10.50,126.00,0,0.00,6925316204246
128,0,0.00,7,129.50,8,18.50,148.00,1,18.50,6972786771433
129,0,0.00,2,38.00,3,19.00,57.00,1,19.00,6972786772775
130,0,0.00,6,42.00,9,7.00,63.00,3,21.00,6925316299556
131,0,0.00,57,541.50,57,9.50,541.50,0,0.00,6925316299532
132,0,0.00,34,265.20,34,7.80,265.20,0,0.00,6907661938854
133,0,0.00,8,96.00,11,12.00,132.00,3,36.00,6971851560026
134,0,0.00,23,184.00,28,8.00,224.00,5,40.00,6902131130011
135,36,648.00,46,828.00,21,18.00,378.00,11,198.00,6902131130882
136,72,972.00,63,850.50,0,13.50,0.00,9,121.50,6902131110020
137,12,108.00,9,81.00,4,9.00,36.00,7,63.00,6928312911668
138,0,0.00,11,264.00,19,24.00,456.00,8,192.00,6928312900525
139,0,0.00,44,506.00,46,11.50,529.00,2,23.00,6928312961090
140,0,0.00,8,68.00,9,8.50,76.50,1,8.50,6928312918001
141,0,0.00,10,115.00,14,11.50,161.00,4,46.00,6928312900709
142,0,0.00,17,280.50,18,16.50,297.00,1,16.50,6928312984228
143,36,432.00,32,384.00,1,12.00,12.00,5,60.00,6928312900204
144,0,0.00,17,102.00,17,6.00,102.00,0,0.00,6907592007056
145,0,0.00,41,369.00,49,9.00,441.00,8,72.00,6907592002013
146,30,177.00,67,395.30,45,5.90,265.50,8,47.20,6907592001948
147,0,0.00,15,105.00,16,7.00,112.00,1,7.00,6907592000026
148,0,0.00,7,53.20,7,7.60,53.20,0,0.00,6907592007414
149,30,177.00,62,365.80,35,5.90,206.50,3,17.70,6907592001245
150,0,0.00,6,42.00,6,7.00,42.00,0,0.00,6907592000033
160,0,0.00,27,162.00,28,6.00,168.00,1,6.00,6907592007025
