,importAmount,importPrice,postSaleAmount,postSalePrice,preSaleAmount,preSaleCost,preSalePrice,saleAmount,salePrice,serialNum
238,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819657963
239,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819657970
240,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6927819658212
241,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6923450670965
242,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700138
243,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700152
244,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700176
245,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700206
246,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700213
247,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700220
248,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700237
249,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700244
250,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700398
251,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6953042700404
252,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6940188802451
253,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6940188803984
254,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364807248
255,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364807255
256,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364807262
257,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6971210810007
258,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6971210810014
259,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6971210810021
260,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6971210810038
261,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364814536
262,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364814543
263,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364814550
264,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,6934364817001
